Symbol,SL Multiplier,TP RR,Final PnL ($),Sharpe Ratio,Max Drawdown ($),Max Drawdown (%),Total Trades,Win Rate,Initial Capital
Volatility 10 Index,1.1,2.9000000000000017,35.734230167284665,2.1967461765795573,63.537184986773,35.92961464306326,56,33.92857142857143,100
Volatility 10 Index,1.1,3.0000000000000018,43.14272197896517,2.5745480987475275,62.76286456967373,34.4252351519966,56,33.92857142857143,100
Volatility 10 Index,1.1,3.100000000000002,50.55121379065386,2.9303184546270185,61.988544152574434,33.00862981137275,56,33.92857142857143,100
Volatility 10 Index,1.2000000000000002,1.0,4.790133624236127,0.5451494057858077,31.49985179984777,24.736965257680232,56,58.92857142857143,100
Volatility 10 Index,1.2000000000000002,1.1,18.68852381890012,2.004308390913376,25.5917799394276,19.262636090736237,56,58.92857142857143,100
Volatility 10 Index,1.2000000000000002,1.2000000000000002,22.268974058472324,2.2208787571350674,29.2756869832496,21.014726368527157,56,57.14285714285714,100
Volatility 10 Index,1.2000000000000002,1.3000000000000005,21.777178706519425,1.9111477555112064,36.14262174362068,25.091425364328455,55,54.54545454545454,100
Volatility 10 Index,1.2000000000000002,1.4000000000000004,4.465985792408006,0.3807085415784496,51.75052204809764,36.7811048936797,55,49.09090909090909,100
Volatility 10 Index,1.2000000000000002,1.5000000000000004,15.838044139892206,1.2917791993199292,47.84858764277598,32.70920752017899,55,49.09090909090909,100
Volatility 10 Index,1.2000000000000002,1.6000000000000003,20.82525216250689,1.6723006003687737,44.44529156131759,30.549527298428615,54,48.14814814814815,100
Volatility 10 Index,1.2000000000000002,1.7000000000000006,22.35525984173329,1.7188606519122218,49.4442144629806,32.82373059718633,54,46.2962962962963,100
Volatility 10 Index,1.2000000000000002,1.8000000000000007,32.9424132838145,2.429089197033925,46.95645178100787,29.965701799053,54,46.2962962962963,100
Volatility 10 Index,1.2000000000000002,1.9000000000000008,32.14584806161075,2.177553463645523,55.561933258256815,33.88312893067917,54,44.44444444444444,100
Volatility 10 Index,1.0,1.3000000000000003,28.914277833791687,3.3494325137221717,21.101384226700446,15.644859076429093,57,57.89473684210527,100
Volatility 10 Index,1.0,1.6000000000000005,17.83728402872186,1.757633857002151,35.7491750913878,25.136030940150807,57,49.122807017543856,100
Volatility 10 Index,1.0,2.4000000000000012,53.952747266649034,4.112620709737531,42.899991649021445,24.51942119444764,56,42.857142857142854,100
Volatility 10 Index,1.0,2.7000000000000015,66.10605788544981,4.366962729381994,52.905680445202364,27.409726994118305,56,41.07142857142857,100
Volatility 10 Index,1.1,1.3000000000000003,25.337679826879885,2.6298573987242433,25.808009735418494,18.09728548062373,57,56.14035087719298,100
Volatility 10 Index,1.1,1.6000000000000005,23.041012431584768,2.061459647536154,38.42409260052685,25.89833365345593,57,49.122807017543856,100
Volatility 10 Index,1.1,2.4000000000000012,49.37880306622666,3.254528264559775,59.379209741019054,32.21534523261036,56,41.07142857142857,100
Volatility 10 Index,1.1,2.7000000000000015,36.60191650950165,2.294661677603632,65.0858258209715,35.84701137054866,56,35.714285714285715,100
Volatility 10 Index,1.2000000000000002,1.3000000000000003,21.777178706519422,1.9111477555112062,36.14262174362068,25.091425364328458,55,54.54545454545454,100
Volatility 10 Index,1.2000000000000002,1.6000000000000005,20.82525216250689,1.6723006003687737,44.44529156131759,30.549527298428618,54,48.148148148148145,100
Volatility 10 Index,1.2000000000000002,2.000000000000001,28.239002396721496,1.9590727344045022,54.289544602369844,34.54409739717947,54,42.592592592592595,100
Volatility 10 Index,1.2000000000000002,2.100000000000001,37.9635652464227,2.539917626900461,53.0171559464856,32.33334430314196,54,42.592592592592595,100
Volatility 10 Index,1.2000000000000002,2.200000000000001,34.002512941039285,2.0984390156406696,65.43038244569144,38.31246172227331,54,40.74074074074074,100
Volatility 10 Index,1.2000000000000002,2.300000000000001,43.299400317139416,2.584363547800919,64.58566926340283,36.367575808029194,54,40.74074074074074,100
Volatility 10 Index,1.2000000000000002,2.4000000000000012,13.024550977994853,0.7879363034172436,72.3914040788328,44.67895926550523,54,35.18518518518518,100
Volatility 10 Index,1.2000000000000002,2.5000000000000013,21.157563744829172,1.238191829299187,71.54669089654692,42.573807728323565,54,35.18518518518518,100
Volatility 10 Index,1.2000000000000002,2.6000000000000014,12.642474729997605,0.74459854439202,70.70197771425556,44.9093084511348,54,33.33333333333333,100
Volatility 10 Index,1.2000000000000002,2.7000000000000015,20.313040225118687,1.159775107679784,69.85726453196695,42.85776133943854,54,33.33333333333333,100
Volatility 10 Index,1.2000000000000002,2.8000000000000016,27.983605720237044,1.549977035336852,69.01255134967832,40.94167863349503,54,33.33333333333333,100
Volatility 10 Index,1.2000000000000002,2.9000000000000017,35.65417121535813,1.9171704859564398,68.1678381673897,39.14807199917942,54,33.33333333333333,100
Volatility 10 Index,1.2000000000000002,3.0000000000000018,43.32473671047648,2.263146864403925,67.32312498509836,37.465562108036536,54,33.33333333333333,100
Volatility 10 Index,1.2000000000000002,3.100000000000002,-0.5865837596042205,-0.038882697106922104,84.37708265624607,55.66678363277025,54,27.77777777777778,100
Volatility 10 Index,1.3000000000000003,1.0,7.989311426251714,0.8377557384204781,32.42483944983398,24.852817569447712,56,58.92857142857143,100
Volatility 10 Index,1.3000000000000003,1.1,12.376212895707269,1.2025724276477652,35.7942496451264,26.233426656792748,56,57.14285714285714,100
Volatility 10 Index,1.3000000000000003,1.2000000000000002,12.671191017931063,1.0794460940994473,43.25558318764236,30.371221768171687,55,54.54545454545454,100
Volatility 10 Index,1.3000000000000003,1.3000000000000003,1.3435867607537304,0.11165499741295559,52.92743920985413,38.080416925282975,54,50.0,100
Volatility 10 Index,1.3000000000000003,1.4000000000000004,13.663316637198129,1.0841691425526148,48.437900190015185,33.396185923960275,54,50.0,100
Volatility 10 Index,1.3000000000000003,1.5000000000000004,19.48905790244245,1.518722117642104,44.41080458425006,30.713324796642,53,49.056603773584904,100
Volatility 10 Index,1.3000000000000003,1.6000000000000005,31.33585520481138,2.337062559259406,40.723900496004376,27.117354886369156,53,49.056603773584904,100
Volatility 10 Index,1.3000000000000003,1.7000000000000006,21.511509353968187,1.4617229151831015,56.64042628370228,36.36502989390984,53,45.28301886792453,100
Volatility 10 Index,1.3000000000000003,1.8000000000000007,32.55567172473294,2.123046189150828,54.545350044899195,33.47866290250373,53,45.28301886792453,100
Volatility 10 Index,1.3000000000000003,1.9000000000000008,28.832474871357782,1.9193818850904498,53.16692900102208,34.07142344369155,53,43.39622641509434,100
Volatility 10 Index,1.3000000000000003,2.000000000000001,39.36741795853977,2.524001070494949,51.788507957145,31.689763035733264,53,43.39622641509434,100
Volatility 10 Index,1.3000000000000003,2.100000000000001,35.53959305742793,2.1494689726920386,64.77285490155356,37.92290470188773,53,41.509433962264154,100
Volatility 10 Index,1.3000000000000003,2.200000000000001,5.263567926777988,0.3225385338642346,73.12906761827344,47.00272119171383,53,35.84905660377358,100
Volatility 10 Index,1.3000000000000003,2.300000000000001,14.074331757512676,0.8318380386879253,72.21396167079276,44.5449971459058,53,35.84905660377358,100
Volatility 10 Index,1.3000000000000003,2.4000000000000012,5.851621080158303,0.34701172439547956,71.29885572331204,47.02747899374059,53,33.9622641509434,100
Volatility 10 Index,1.3000000000000003,2.5000000000000013,14.161400366534702,0.8119920025790921,70.3837497758341,44.648420493169326,53,33.9622641509434,100
Volatility 10 Index,1.3000000000000003,2.6000000000000014,22.471179652913833,1.2468431230326718,69.46864382835338,42.44463188428832,53,33.9622641509434,100
Volatility 10 Index,1.3000000000000003,2.7000000000000015,30.78095893929023,1.6541016461628069,68.55353788087268,40.39743257163897,53,33.9622641509434,100
Volatility 10 Index,1.3000000000000003,2.8000000000000016,39.090738225672084,2.036065666274295,67.6384319333947,38.49070556587241,53,33.9622641509434,100
Volatility 10 Index,1.3000000000000003,2.9000000000000017,-5.753986927685949,-0.38125185344111345,87.49829486154849,58.575861050469655,53,28.30188679245283,100
Volatility 10 Index,1.3000000000000003,3.0000000000000018,1.1928563474140894,0.07693842161561863,85.61581785519466,55.93077138997455,53,28.30188679245283,100
Volatility 10 Index,1.3000000000000003,3.100000000000002,-12.290064471572625,-0.7844266891286189,104.16310494293576,66.44189970212445,53,26.41509433962264,100
Volatility 10 Index,1.4000000000000004,1.0,6.259588958648249,0.5601847200458585,38.95646240576333,29.01277923980978,55,58.18181818181818,100
Volatility 10 Index,1.4000000000000004,1.1,7.478790126854271,0.5894556715428161,45.41247722480624,32.429773594663196,54,55.55555555555556,100
Volatility 10 Index,1.4000000000000004,1.2000000000000002,-3.3089644998042598,-0.2520444721617339,54.58652484409741,39.98890145173032,53,50.943396226415096,100
Volatility 10 Index,1.4000000000000004,1.3000000000000003,9.960847028136609,0.7243222660789993,49.592565555592415,34.71297207185336,53,50.943396226415096,100
Volatility 10 Index,1.4000000000000004,1.4000000000000004,16.700290516091464,1.187867445025317,44.755267257846214,31.329945885258965,52,50.0,100
Volatility 10 Index,1.4000000000000004,1.5000000000000004,29.460790041181838,2.0057569289414374,41.43696663140547,27.680821765033286,52,50.0,100
Volatility 10 Index,1.4000000000000004,1.6000000000000005,19.747511481455888,1.2293047074742856,60.87928383516538,38.48446070404947,52,46.15384615384615,100
Volatility 10 Index,1.4000000000000004,1.7000000000000006,16.83710498810052,1.0581425250226437,59.394830403298144,39.10600568119452,52,44.230769230769226,100
Volatility 10 Index,1.4000000000000004,1.8000000000000007,28.184838435277754,1.7049545036516156,57.910376971430935,36.23259649928069,52,44.230769230769226,100
Volatility 10 Index,1.4000000000000004,1.9000000000000008,39.532571882465895,2.303945404963421,56.42592353956371,33.631423503915954,52,44.230769230769226,100
Volatility 10 Index,1.4000000000000004,2.000000000000001,36.22126199715585,2.105754319254757,54.94147010769649,34.11110394312853,52,42.30769230769231,100
Volatility 10 Index,1.4000000000000004,2.100000000000001,20.134573741501107,1.134695362095542,63.34920600650641,39.54193339556248,52,38.46153846153847,100
Volatility 10 Index,1.4000000000000004,2.200000000000001,-20.35565377436633,-1.3462943422585818,85.56700021983126,60.917216547662875,52,32.69230769230769,100
Volatility 10 Index,1.4000000000000004,2.300000000000001,-11.943277389626202,-0.7645586842930536,83.05671800685833,57.32174319836608,52,32.69230769230769,100
Volatility 10 Index,1.4000000000000004,2.4000000000000012,-3.530901004891529,-0.21891862127576697,80.5464357938854,53.93966058697004,52,32.69230769230769,100
Volatility 10 Index,1.4000000000000004,2.5000000000000013,4.881475379845881,0.2933181092243163,78.03615358091794,50.75251914627912,52,32.69230769230769,100
Volatility 10 Index,1.4000000000000004,2.6000000000000014,13.293851764577823,0.7746589895005421,75.52587136794776,47.743936574650924,52,32.69230769230769,100
Volatility 10 Index,1.4000000000000004,2.7000000000000015,-32.601529838425634,-2.1555219521411977,110.74138026527362,75.8301351061649,52,26.923076923076923,100
Volatility 10 Index,1.4000000000000004,2.8000000000000016,-25.65693069659956,-1.6535292215978088,109.25071402825597,72.82320091364339,52,26.923076923076923,100
Volatility 10 Index,1.4000000000000004,2.9000000000000017,-18.712331554776213,-1.175907038569014,107.76004779123832,69.97180623043724,52,26.923076923076923,100
Volatility 10 Index,1.4000000000000004,3.0000000000000018,-11.76773241294468,-0.7213175578160907,106.26938155422069,67.2641869426865,52,26.923076923076923,100
Volatility 10 Index,1.4000000000000004,3.100000000000002,-4.823133271121334,-0.2884737583087476,104.77871531720302,64.68973612213577,52,26.923076923076923,100
Volatility 10 Index,1.5000000000000004,1.0,9.06384531283585,0.7563319030815643,40.924781149028064,29.644868562065422,55,58.18181818181818,100
Volatility 10 Index,1.5000000000000004,1.1,-15.491545744019083,-1.1546805514593947,62.91044492032745,47.149285697484416,53,50.943396226415096,100
Volatility 10 Index,1.5000000000000004,1.2000000000000002,-1.2738905355115886,-0.09054466173991688,57.15699090439887,40.87307564538408,53,50.943396226415096,100
Volatility 10 Index,1.5000000000000004,1.3000000000000003,6.449776061801288,0.44766717315418475,51.892034523857006,37.000537054908335,52,50.0,100
Volatility 10 Index,1.5000000000000004,1.4000000000000004,20.12173983867507,1.3352396104124757,46.70921491911979,31.843505508866638,52,50.0,100
Volatility 10 Index,1.5000000000000004,1.5000000000000004,21.52676539973055,1.3042964175998126,55.16086885411623,35.70557297539948,52,48.07692307692308,100
Volatility 10 Index,1.5000000000000004,1.6000000000000005,19.431473140236278,1.1840900665215073,53.134943334121814,35.82581070784007,52,46.15384615384615,100
Volatility 10 Index,1.5000000000000004,1.7000000000000006,32.02519867665143,1.8778709241190805,51.10901781413014,32.58874053183524,52,46.15384615384615,100
Volatility 10 Index,1.5000000000000004,1.8000000000000007,44.618924213061106,2.519791958014199,49.083092294135724,29.685099637171632,52,46.15384615384615,100
Volatility 10 Index,1.5000000000000004,1.9000000000000008,30.204775757732754,1.6441661916371415,57.57022677128957,34.71920689627541,52,42.30769230769231,100
Volatility 10 Index,1.5000000000000004,2.000000000000001,41.86719529442216,2.1962164243952915,55.54430125129787,31.94454646979844,52,42.30769230769231,100
Volatility 10 Index,1.5000000000000004,2.100000000000001,1.133967794753353,0.06740185626635922,79.58417190233831,51.144006965339806,52,36.53846153846153,100
Volatility 10 Index,1.5000000000000004,2.200000000000001,11.106205168986726,0.6390164661601416,76.45914411687411,47.525772091463985,52,36.53846153846153,100
Volatility 10 Index,1.5000000000000004,2.300000000000001,21.078442543211914,1.1747308286818803,73.3341163314126,44.13712252174748,52,36.53846153846153,100
Volatility 10 Index,1.5000000000000004,2.4000000000000012,31.050679917445287,1.6772797304439306,70.20908854594563,40.95687863260009,52,36.53846153846153,100
Volatility 10 Index,1.5000000000000004,2.5000000000000013,-14.018729317534229,-0.8191520336304412,105.31965985876468,65.87120877627962,52,30.76923076923077,100
Volatility 10 Index,1.5000000000000004,2.6000000000000014,-5.6191104178526015,-0.3198914083531028,103.28707776182182,62.72048046044086,52,30.76923076923077,100
Volatility 10 Index,1.5000000000000004,2.7000000000000015,2.780508481837213,0.15427570384125724,101.25449566487896,59.74790337332821,52,30.76923076923077,100
Volatility 10 Index,1.5000000000000004,2.8000000000000016,11.180127381518844,0.6048143708988243,99.22191356793883,56.938783171872245,52,30.76923076923077,100
Volatility 10 Index,1.5000000000000004,2.9000000000000017,19.579746281195014,1.0331211910307871,97.1893314709987,54.279998303622804,52,30.76923076923077,100
Volatility 10 Index,1.5000000000000004,3.0000000000000018,27.979365180871177,1.440520974601998,95.15674937405856,51.75979506362016,52,30.76923076923077,100
Volatility 10 Index,1.5000000000000004,3.100000000000002,36.378984080558254,1.8282655392369191,93.1241672771157,49.367613883549836,52,30.76923076923077,100
Volatility 10 Index,1.6000000000000005,1.0,-7.162657720384939,-0.5163152348592064,62.11415878927858,43.73709519129271,53,54.71698113207547,100
Volatility 10 Index,1.6000000000000005,1.1,9.123199000129004,0.6254526726290527,55.48277450181435,37.116552382123075,53,54.71698113207547,100
Volatility 10 Index,1.6000000000000005,1.2000000000000002,19.024205395778896,1.265899622735614,48.85139021434735,32.44577710206905,52,53.84615384615385,100
Volatility 10 Index,1.6000000000000005,1.3000000000000003,34.72799125590046,2.2036907742213128,42.82107007129474,27.09377778498917,52,53.84615384615385,100
Volatility 10 Index,1.6000000000000005,1.4000000000000004,50.43177711601383,3.0553229386873757,37.76076055217946,22.81070087468551,52,53.84615384615385,100
Volatility 10 Index,1.6000000000000005,1.5000000000000004,50.467277327170265,3.0437670830815975,37.76076055217946,23.99588986980583,52,51.92307692307693,100
Volatility 10 Index,1.6000000000000005,1.6000000000000005,65.5443317613388,3.791504054873076,37.76076055217946,22.992778998178835,52,51.92307692307693,100
Volatility 10 Index,1.6000000000000005,1.7000000000000006,80.62138619549643,4.477605087047702,37.76076055217945,22.070169857896428,52,51.92307692307693,100
Volatility 10 Index,1.6000000000000005,1.8000000000000007,67.88343477148992,3.5901321480528456,37.76076055217942,21.21874564848818,52,48.07692307692308,100
Volatility 10 Index,1.6000000000000005,1.9000000000000008,64.0858016330547,3.3066595897245517,37.76076055217948,22.618890078266617,52,46.15384615384615,100
Volatility 10 Index,1.6000000000000005,2.000000000000001,41.96492830825883,2.3426604183912003,56.87207346197741,32.83754799634743,52,42.30769230769231,100
Volatility 10 Index,1.6000000000000005,2.100000000000001,54.245728702768076,2.9234736639275365,53.50881283382205,29.819735431444837,52,42.30769230769231,100
Volatility 10 Index,1.6000000000000005,2.200000000000001,66.5265290972664,3.4640719743374677,50.145552205674875,27.00503059386772,52,42.30769230769231,100
Volatility 10 Index,1.6000000000000005,2.300000000000001,59.90904234950523,3.281734686861074,65.68057871978726,34.21961308966006,52,40.38461538461539,100
Volatility 10 Index,1.6000000000000005,2.4000000000000012,34.05449987597495,1.953609412746694,83.03839458644417,45.93520875198539,52,36.53846153846153,100
Volatility 10 Index,1.6000000000000005,2.5000000000000013,44.657840564289295,2.4898182162005984,80.84040935937902,43.343875459318895,52,36.53846153846153,100
Volatility 10 Index,1.6000000000000005,2.6000000000000014,55.26118125260637,2.995661880683925,78.64242413231932,40.90719101250951,52,36.53846153846153,100
Volatility 10 Index,1.6000000000000005,2.7000000000000015,65.86452194092617,3.473184933520376,76.44443890525963,38.61171254922402,52,36.53846153846153,100
Volatility 10 Index,1.6000000000000005,2.8000000000000016,76.46786262924324,3.9243081891354716,74.24645367819446,36.44551136347272,52,36.53846153846153,100
Volatility 10 Index,1.6000000000000005,2.9000000000000017,87.07120331756032,4.350828393017948,72.04846845113204,34.39796555785134,52,36.53846153846153,100
Volatility 10 Index,1.6000000000000005,3.0000000000000018,97.67454400588284,4.754420596887323,69.85048322407502,32.459585860358104,52,36.53846153846153,100
Volatility 10 Index,1.6000000000000005,3.100000000000002,108.27788469419446,5.136642392172106,67.65249799700985,30.62186857785901,52,36.53846153846153,100
Volatility 10 Index,1.7000000000000006,1.0,-5.6228238279188965,-0.3814473029921082,64.83379371360901,44.62657648284406,53,54.71698113207547,100
Volatility 10 Index,1.7000000000000006,1.1,11.680898937646104,0.7535094010549175,57.787947908169045,37.71745971617394,53,54.71698113207547,100
Volatility 10 Index,1.7000000000000006,1.2000000000000002,22.16321823300843,1.3875869623442514,50.809013756827355,32.90946436277118,52,53.84615384615385,100
Volatility 10 Index,1.7000000000000006,1.3000000000000003,38.848490709395094,2.319137780208562,44.40988695075288,27.35431154977813,52,53.84615384615385,100
Volatility 10 Index,1.7000000000000006,1.4000000000000004,39.5521118238401,2.342660644715391,39.895808086692895,25.85109865712596,52,51.92307692307693,100
Volatility 10 Index,1.7000000000000006,1.5000000000000004,55.57148216012847,3.153503273434891,39.895808086692895,24.6843848645836,52,51.92307692307693,100
Volatility 10 Index,1.7000000000000006,1.6000000000000005,71.5908524964223,3.896148673455282,39.89580808669291,23.618435786153047,52,51.92307692307693,100
Volatility 10 Index,1.7000000000000006,1.7000000000000006,59.112259241428355,3.0634358513527884,40.02980538125195,22.640737791402938,52,48.07692307692308,100
Volatility 10 Index,1.7000000000000006,1.8000000000000007,37.40549594188342,2.1721672475576224,51.17778681879011,30.986199590929527,52,44.230769230769226,100
Volatility 10 Index,1.7000000000000006,1.9000000000000008,33.489385908377535,1.8234552553519132,63.51918332810149,36.972224303750124,52,42.30769230769231,100
Volatility 10 Index,1.7000000000000006,2.000000000000001,46.5377363275291,2.4441563804631175,59.48907805334875,33.338099835588494,52,42.30769230769231,100
Volatility 10 Index,1.7000000000000006,2.100000000000001,59.58608674669705,3.021022463985389,55.91561363593607,30.211428941521497,52,42.30769230769231,100
Volatility 10 Index,1.7000000000000006,2.200000000000001,15.600807155552328,0.893155115497725,91.96151285559789,52.75865925899098,52,36.53846153846153,100
Volatility 10 Index,1.7000000000000006,2.300000000000001,26.866856636890414,1.4934747204891323,89.62615355184425,49.68160297843478,52,36.53846153846153,100
Volatility 10 Index,1.7000000000000006,2.4000000000000012,38.132906118225776,2.0590387099485814,87.29079424809062,46.805675883947536,52,36.53846153846153,100
Volatility 10 Index,1.7000000000000006,2.5000000000000013,49.39895559956112,2.592138802580309,84.95543494433696,44.11178210895263,52,36.53846153846153,100
Volatility 10 Index,1.7000000000000006,2.6000000000000014,60.6650050808992,3.094952057980125,82.62007564058604,41.583168995421154,52,36.53846153846153,100
Volatility 10 Index,1.7000000000000006,2.7000000000000015,71.93105456223728,3.5695322077440905,80.2847163368351,39.20507837938962,52,36.53846153846153,100
Volatility 10 Index,1.7000000000000006,2.8000000000000016,83.19710404356991,4.01780619523267,77.94935703308144,36.96445835103,52,36.53846153846153,100
Volatility 10 Index,1.7000000000000006,2.9000000000000017,94.46315352491071,4.441574459895435,75.61399772932776,34.84972359746737,52,36.53846153846153,100
Volatility 10 Index,1.7000000000000006,3.0000000000000018,105.72920300624881,4.842513838892942,73.27863842557409,32.85055503601934,52,36.53846153846153,100
Volatility 10 Index,1.7000000000000006,3.100000000000002,91.1856593647324,4.184380324433555,70.94327912182052,34.88690760590952,52,34.61538461538461,100
Volatility 10 Index,1.8000000000000007,1.0,-4.082989935441935,-0.26157654784253126,67.5534286379367,45.47697334072875,53,54.71698113207547,100
Volatility 10 Index,1.8000000000000007,1.1,7.6354719776189235,0.4739268292085451,60.093121314537356,39.971543036849525,52,53.84615384615385,100
Volatility 10 Index,1.8000000000000007,1.2000000000000002,25.302231070248872,1.495666259896616,52.77424986016598,33.35392607071343,52,53.84615384615385,100
Volatility 10 Index,1.8000000000000007,1.3000000000000003,42.96899016288699,2.4216389884726297,45.99870383020556,27.601391410673344,52,53.84615384615385,100
Volatility 10 Index,1.8000000000000007,1.4000000000000004,43.71400075464299,2.444864507148226,42.0308556212036,26.574830851175733,52,51.92307692307693,100
Volatility 10 Index,1.8000000000000007,1.5000000000000004,60.675686993078486,3.250949695110013,42.0308556212036,25.337516119973337,52,51.92307692307693,100
Volatility 10 Index,1.8000000000000007,1.6000000000000005,48.58062604039132,2.4789624910573695,46.18356911893717,26.602307824599862,52,48.07692307692308,100
Volatility 10 Index,1.8000000000000007,1.7000000000000006,26.983699696022818,1.5369004138613738,58.6659434291287,36.07952580701449,52,44.230769230769226,100
